title,price,area,link1,rooms_No,ownership_form,interior_state,balcony,parking_space,link2,street,nbrhood,district,city,vvdship,timestamp
Narożne dobrze doświetlone na Południe + Widok,1070000,75.0,https://www.otodom.pl/pl/oferta/narozne-dobrze-doswietlone-na-poludnie-widok-ID4nqJa,3,no data,do wykończenia,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/narozne-dobrze-doswietlone-na-poludnie-widok-ID4nqJa,no info,Grochów, Praga-Południe, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
"4-pokojowe mieszkanie, 85m2, Bemowo, Bezpośrednio",1550000,85.66,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-85m2-bemowo-bezposrednio-ID4nqIQ,4,pełna własność,do zamieszkania,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-85m2-bemowo-bezposrednio-ID4nqIQ,no info,Jelonki Południowe, Bemowo, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
PROMOCJE CENOWE na wybrane mieszkania,830000,61.0,https://www.otodom.pl/pl/oferta/promocje-cenowe-na-wybrane-mieszkania-ID4nqIR,3,pełna własność,do wykończenia,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/promocje-cenowe-na-wybrane-mieszkania-ID4nqIR,no info,Grochów, Praga-Południe, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
"Duże rozkładowe mieszkanie, 4 pokoje",747000,65.0,https://www.otodom.pl/pl/oferta/duze-rozkladowe-mieszkanie-4-pokoje-ID4n09O,4,spółdzielcze wł. prawo do lokalu,do wykończenia,balkon,no data,https://www.otodom.pl/pl/oferta/duze-rozkladowe-mieszkanie-4-pokoje-ID4n09O,ul. Wojciecha Bogusławskiego, Chomiczówka, Bielany, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
"Rakowiec, 48 m2, 3 pokoje, po remoncie",778540,47.2,https://www.otodom.pl/pl/oferta/rakowiec-48-m2-3-pokoje-po-remoncie-ID4n8aB,3,pełna własność,do zamieszkania,balkon,no data,https://www.otodom.pl/pl/oferta/rakowiec-48-m2-3-pokoje-po-remoncie-ID4n8aB,ul. Jankowska, Rakowiec, Ochota, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
"Wyjątkowa, niespotykana oferta na Starym Żoliborzu",4390000,195.0,https://www.otodom.pl/pl/oferta/wyjatkowa-niespotykana-oferta-na-starym-zoliborzu-ID4nqC3,4,pełna własność,do zamieszkania,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/wyjatkowa-niespotykana-oferta-na-starym-zoliborzu-ID4nqC3,ul. Śmiała, Stary Żoliborz, Żoliborz, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
"Szmaragdowy Dom - Gdańska 55C, 2-poziom.penthouse",3590000,169.34,https://www.otodom.pl/pl/oferta/szmaragdowy-dom-gdanska-55c-2-poziom-penthouse-ID4mwta,4,pełna własność,do wykończenia,"balkon, ogródek, taras",garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/szmaragdowy-dom-gdanska-55c-2-poziom-penthouse-ID4mwta,ul. Gdańska, Marymont-Kaskada, Bielany, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Mieszkanie w inwestycji Modlińska 201 | M13,609092,47.96,https://www.otodom.pl/pl/oferta/mieszkanie-w-inwestycji-modlinska-201-m13-ID4hV2Z,2,no data,do wykończenia,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/mieszkanie-w-inwestycji-modlinska-201-m13-ID4hV2Z,ul. Modlińska, Tarchomin, Białołęka, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Parter z ogródkiem na Białołęce!,675315,52.35,https://www.otodom.pl/pl/oferta/parter-z-ogrodkiem-na-bialolece-ID4njwI,2,pełna własność,do zamieszkania,"ogródek, taras",garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/parter-z-ogrodkiem-na-bialolece-ID4njwI,no info,Brzeziny, Białołęka, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Mieszkanie Mokotów,720000,42.0,https://www.otodom.pl/pl/oferta/mieszkanie-mokotow-ID4l2xe,2,pełna własność,do zamieszkania,balkon,no data,https://www.otodom.pl/pl/oferta/mieszkanie-mokotow-ID4l2xe,no info,Służew, Mokotów, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Kompaktowe mieszkanie w super lokalizacji,1484951,49.5,https://www.otodom.pl/pl/oferta/kompaktowe-mieszkanie-w-super-lokalizacji-ID4nm5W,2,spółdzielcze wł. prawo do lokalu,do zamieszkania,balkon,no data,https://www.otodom.pl/pl/oferta/kompaktowe-mieszkanie-w-super-lokalizacji-ID4nm5W,ul. Mikołaja Kopernika, Śródmieście Północne, Śródmieście, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
3 słoneczne pokoje z tarasem przy Metrze Stokłosy,835000,63.3,https://www.otodom.pl/pl/oferta/3-sloneczne-pokoje-z-tarasem-przy-metrze-stoklosy-ID4nqyW,3,no data,do zamieszkania,no data,no data,https://www.otodom.pl/pl/oferta/3-sloneczne-pokoje-z-tarasem-przy-metrze-stoklosy-ID4nqyW,ul. Służby Polsce, Ursynów Północny, Ursynów, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
"4 pokoje, cicha spokojnia okolica, METRO, ROI 8%",720000,4.0,https://www.otodom.pl/pl/oferta/4-pokoje-cicha-spokojnia-okolica-metro-roi-8-ID4nqkd,4,pełna własność,do zamieszkania,balkon,no data,https://www.otodom.pl/pl/oferta/4-pokoje-cicha-spokojnia-okolica-metro-roi-8-ID4nqkd,ul. Janinówka, Targówek Mieszkaniowy, Targówek, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Nowoczesne mieszkanie na Saskiej Kępie,1850000,100.0,https://www.otodom.pl/pl/oferta/nowoczesne-mieszkanie-na-saskiej-kepie-ID3MOlK,3,pełna własność,do wykończenia,no data,no data,https://www.otodom.pl/pl/oferta/nowoczesne-mieszkanie-na-saskiej-kepie-ID3MOlK,ul. Lipska, Saska Kępa, Praga-Południe, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Kamienica Powiśle - wyjątkowy klimat,755000,31.0,https://www.otodom.pl/pl/oferta/kamienica-powisle-wyjatkowy-klimat-ID4nqIH,2,pełna własność,no data,no data,no data,https://www.otodom.pl/pl/oferta/kamienica-powisle-wyjatkowy-klimat-ID4nqIH,no info,Powiśle, Śródmieście, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
2-pokojowe mieszkanie w Miasteczku Wilanów,895000,51.25,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-w-miasteczku-wilanow-ID4mMnJ,2,pełna własność,do zamieszkania,taras,no data,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-w-miasteczku-wilanow-ID4mMnJ,ul. Prymasa Augusta Hlonda, Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Śliczne 3pokoje z ogródkiem i garażem na kredyt 2%,799000,55.5,https://www.otodom.pl/pl/oferta/sliczne-3pokoje-z-ogrodkiem-i-garazem-na-kredyt-2-ID4mLtv,3,pełna własność,do zamieszkania,"balkon, ogródek, taras",garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/sliczne-3pokoje-z-ogrodkiem-i-garazem-na-kredyt-2-ID4mLtv,ul. Poligonowa, Gocław, Praga-Południe, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Mieszkanie na malowniczych Włochach ul. Popularna,1271000,86.0,https://www.otodom.pl/pl/oferta/mieszkanie-na-malowniczych-wlochach-ul-popularna-ID4n08L,4,pełna własność,do zamieszkania,ogródek,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/mieszkanie-na-malowniczych-wlochach-ul-popularna-ID4n08L,ul. Popularna, Stare Włochy, Włochy, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Urocze mieszkanie 3 pokoje+ duży balkon,740000,49.5,https://www.otodom.pl/pl/oferta/urocze-mieszkanie-3-pokoje-duzy-balkon-ID4nqBK,3,pełna własność,do zamieszkania,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/urocze-mieszkanie-3-pokoje-duzy-balkon-ID4nqBK,ul. Henryka I Brodatego 55, Gołąbki, Ursus, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Apartament w Elite Wille Miejskie | 1F8,Zapytaj o cenę,116.2,https://www.otodom.pl/pl/oferta/apartament-w-elite-wille-miejskie-1f8-ID4lxPR,5,no data,do wykończenia,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/apartament-w-elite-wille-miejskie-1f8-ID4lxPR,ul. Dzieci Warszawy, Skorosze, Ursus, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
LOFT GARDEN Wesoła 53-97m2 - apart. OGRÓDEK,622200,53.69,https://www.otodom.pl/pl/oferta/loft-garden-wesola-53-97m2-apart-ogrodek-ID4kRyk,3,pełna własność,no data,"balkon, ogródek",garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/loft-garden-wesola-53-97m2-apart-ogrodek-ID4kRyk,no info,Zielona-Grzybowa, Wesoła, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
"Sprzedam 2 pokoje, wysoki standard",615000,33.0,https://www.otodom.pl/pl/oferta/sprzedam-2-pokoje-wysoki-standard-ID4nqMC,2,pełna własność,do zamieszkania,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/sprzedam-2-pokoje-wysoki-standard-ID4nqMC,ul. Mikołaja Trąby, Nowodwory, Białołęka, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
⭐Warszawa Targówek⭐ 3 pokoje ⭐blisko Metra Trocka⭐,900000,56.83,https://www.otodom.pl/pl/oferta/warszawa-targowek-3-pokoje-blisko-metra-trocka-ID4nqyL,3,pełna własność,do zamieszkania,no data,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/warszawa-targowek-3-pokoje-blisko-metra-trocka-ID4nqyL,no info,Zacisze, Targówek, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Mieszkanie 2 poziomowe 112 m2 Deweloperskie,620000,112.34,https://www.otodom.pl/pl/oferta/mieszkanie-2-poziomowe-112-m2-deweloperskie-ID4n75b,5,pełna własność,do wykończenia,no data,no data,https://www.otodom.pl/pl/oferta/mieszkanie-2-poziomowe-112-m2-deweloperskie-ID4n75b,no info,Białołęka Dworska, Białołęka, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Dwupoziomowe mieszkanie na Tarchominie,740000,78.0,https://www.otodom.pl/pl/oferta/dwupoziomowe-mieszkanie-na-tarchominie-ID4mPje,3,pełna własność,no data,balkon,no data,https://www.otodom.pl/pl/oferta/dwupoziomowe-mieszkanie-na-tarchominie-ID4mPje,ul. Pasłęcka, Nowodwory, Białołęka, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
2-pokojowe mieszkanie 54m2 + balkon Bezpośrednio,1031368,54.86,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-54m2-balkon-bezposrednio-ID4kgvw,2,pełna własność,do wykończenia,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-54m2-balkon-bezposrednio-ID4kgvw,ul. Figowa, Siekierki, Mokotów, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
2-pokojowe mieszkanie 59m2 Bez Pośredników,991352,59.72,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-59m2-bez-posrednikow-ID4mTFv,2,pełna własność,do wykończenia,no data,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-59m2-bez-posrednikow-ID4mTFv,ul. Powsińska, Sadyba, Mokotów, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
STUDIO-Duży pokój dzienny,522800,30.0,https://www.otodom.pl/pl/oferta/studio-duzy-pokoj-dzienny-ID4nqIp,1,no data,do wykończenia,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/studio-duzy-pokoj-dzienny-ID4nqIp,no info,Grochów, Praga-Południe, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
"2 pokoje do wprowadzenia, balkon. Włochy.",679000,38.0,https://www.otodom.pl/pl/oferta/2-pokoje-do-wprowadzenia-balkon-wlochy-ID4j8NE,2,pełna własność,do zamieszkania,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/2-pokoje-do-wprowadzenia-balkon-wlochy-ID4j8NE,ul. 1 Sierpnia, Okęcie, Włochy, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Mieszkanie Wesoła z całym wysposażeniem,1099000,105.0,https://www.otodom.pl/pl/oferta/mieszkanie-wesola-z-calym-wysposazeniem-ID4n08x,4,pełna własność,do zamieszkania,"balkon, ogródek",garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/mieszkanie-wesola-z-calym-wysposazeniem-ID4n08x,al. Aleja gen. Władysława Sikorskiego, Wola Grzybowska, Wesoła, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Mieszkanie 5 pokojowe DWUPOZIOMOWE,987850,115.0,https://www.otodom.pl/pl/oferta/mieszkanie-5-pokojowe-dwupoziomowe-ID4mYPP,5,pełna własność,do zamieszkania,"balkon, taras",garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/mieszkanie-5-pokojowe-dwupoziomowe-ID4mYPP,no info,Nowe Włochy, Włochy, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
"4 pokoje, Sadyba, Bezpośrednio",1358000,84.0,https://www.otodom.pl/pl/oferta/4-pokoje-sadyba-bezposrednio-ID4n892,4,no data,do zamieszkania,no data,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/4-pokoje-sadyba-bezposrednio-ID4n892,ul. Nałęczowska, Sadyba, Mokotów, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Górny Mokotów 2 pokoje,730000,2.0,https://www.otodom.pl/pl/oferta/gorny-mokotow-2-pokoje-ID4nqyz,2,pełna własność,do zamieszkania,balkon,no data,https://www.otodom.pl/pl/oferta/gorny-mokotow-2-pokoje-ID4nqyz,ul. Puławska, Stary Mokotów, Mokotów, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Sady Żoliborskie / Poli Gojawiczyńskiej/ Metro,699000,47.1,https://www.otodom.pl/pl/oferta/sady-zoliborskie-poli-gojawiczynskiej-metro-ID4nqyo,3,spółdzielcze wł. prawo do lokalu,do wykończenia,ogródek,no data,https://www.otodom.pl/pl/oferta/sady-zoliborskie-poli-gojawiczynskiej-metro-ID4nqyo,ul. Poli Gojawiczyńskiej, Sady Żoliborskie, Żoliborz, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
3 pok. na osiedlu ATAL Nowy Targówek,1140000,68.0,https://www.otodom.pl/pl/oferta/3-pok-na-osiedlu-atal-nowy-targowek-ID4ndiL,3,pełna własność,do zamieszkania,"balkon, taras",garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/3-pok-na-osiedlu-atal-nowy-targowek-ID4ndiL,Płosa 6, Targówek Mieszkaniowy, Targówek, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
3 pok. Apartament na Osiedlu Żoliborz Artystyczny,1495000,72.31,https://www.otodom.pl/pl/oferta/3-pok-apartament-na-osiedlu-zoliborz-artystyczny-ID4no5q,3,no data,no data,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/3-pok-apartament-na-osiedlu-zoliborz-artystyczny-ID4no5q,ul. Kaliny Jędrusik, Sady Żoliborskie, Żoliborz, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Bez Prowizji | 3 pokoje | bez Pcc |wykończenia pod,950000,77.0,https://www.otodom.pl/pl/oferta/bez-prowizji-3-pokoje-bez-pcc-wykonczenia-pod-ID4nqMg,3,pełna własność,no data,balkon,no data,https://www.otodom.pl/pl/oferta/bez-prowizji-3-pokoje-bez-pcc-wykonczenia-pod-ID4nqMg,ul. Brzeziny, Brzeziny, Białołęka, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Dizajnerski apartament w sercu Śródmieścia,2400000,84.5,https://www.otodom.pl/pl/oferta/dizajnerski-apartament-w-sercu-srodmiescia-ID4ni6d,3,pełna własność,do zamieszkania,balkon,no data,https://www.otodom.pl/pl/oferta/dizajnerski-apartament-w-sercu-srodmiescia-ID4ni6d,al. Aleje Jerozolimskie 49, Śródmieście Południowe, Śródmieście, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Nowa Inwestycja/New Investment,1300000,2.0,https://www.otodom.pl/pl/oferta/nowa-inwestycja-new-investment-ID415NJ,2,no data,do zamieszkania,balkon,no data,https://www.otodom.pl/pl/oferta/nowa-inwestycja-new-investment-ID415NJ,ul. Kłopot, Powązki, Wola, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Dwa oddzielne pokoje w Śródmieściu.,800000,44.0,https://www.otodom.pl/pl/oferta/dwa-oddzielne-pokoje-w-srodmiesciu-ID4mge5,2,pełna własność,do zamieszkania,no data,no data,https://www.otodom.pl/pl/oferta/dwa-oddzielne-pokoje-w-srodmiesciu-ID4mge5,"al. Aleja ""Solidarności""", Śródmieście Północne, Śródmieście, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Sprzedam piękne mieszkanie na mokotownie,2220000,111.5,https://www.otodom.pl/pl/oferta/sprzedam-piekne-mieszkanie-na-mokotownie-ID4n82s,4,no data,do wykończenia,"ogródek, taras",garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/sprzedam-piekne-mieszkanie-na-mokotownie-ID4n82s,ul. Jana Pawła Woronicza, Ksawerów, Mokotów, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Chodecka / 4 pokoje / metro / park,800000,66.0,https://www.otodom.pl/pl/oferta/chodecka-4-pokoje-metro-park-ID4nquC,4,no data,do wykończenia,no data,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/chodecka-4-pokoje-metro-park-ID4nquC,ul. Chodecka, Bródno, Targówek, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
3-pokojowe 44m2 na Ochocie,740000,44.0,https://www.otodom.pl/pl/oferta/3-pokojowe-44m2-na-ochocie-ID4nquz,3,pełna własność,do zamieszkania,balkon,no data,https://www.otodom.pl/pl/oferta/3-pokojowe-44m2-na-ochocie-ID4nquz,no info,Stara Ochota, Ochota, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Mokotów / 3 Pokoje / Cicho,759990,56.5,https://www.otodom.pl/pl/oferta/mokotow-3-pokoje-cicho-ID4nqHT,3,pełna własność,no data,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/mokotow-3-pokoje-cicho-ID4nqHT,ul. Blacharska, Służew, Mokotów, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Pewna inwestycja w sercu Warszawy / 0%prowizji,500000,18.0,https://www.otodom.pl/pl/oferta/pewna-inwestycja-w-sercu-warszawy-0-prowizji-ID4njUG,1,pełna własność,do zamieszkania,no data,no data,https://www.otodom.pl/pl/oferta/pewna-inwestycja-w-sercu-warszawy-0-prowizji-ID4njUG,ul. Emilii Plater, Śródmieście Północne, Śródmieście, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
"BEZPOŚREDNIO, Jana Kazimierza, Garaż, Klimatyzacja",1500000,72.79,https://www.otodom.pl/pl/oferta/bezposrednio-jana-kazimierza-garaz-klimatyzacja-ID4mnnP,3,pełna własność,do zamieszkania,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/bezposrednio-jana-kazimierza-garaz-klimatyzacja-ID4mnnP,ul. Jana Kazimierza, Odolany, Wola, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Mieszkanie 3 pok. na Wilanowie (blisko Ursynowa),1247400,63.0,https://www.otodom.pl/pl/oferta/mieszkanie-3-pok-na-wilanowie-blisko-ursynowa-ID4nqBt,3,pełna własność,do zamieszkania,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/mieszkanie-3-pok-na-wilanowie-blisko-ursynowa-ID4nqBt,ul. Adama Branickiego, Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Mieszkanie - Warszawa Wola Odolany,1299000,60.41,https://www.otodom.pl/pl/oferta/mieszkanie-warszawa-wola-odolany-ID4mU2V,2,pełna własność,do zamieszkania,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/mieszkanie-warszawa-wola-odolany-ID4mU2V,ul. Marcina Kasprzaka, Odolany, Wola, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
2-pokojowe mieszkanie 51m2 + loggia Bezpośrednio,979625,51.37,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-51m2-loggia-bezposrednio-ID4jwZL,2,pełna własność,do wykończenia,no data,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-51m2-loggia-bezposrednio-ID4jwZL,ul. Redutowa, Ulrychów, Wola, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
3-pokojowe mieszkanie 92m2 + balkon,1531730,92.44,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-92m2-balkon-ID4jwYP,3,pełna własność,do wykończenia,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-92m2-balkon-ID4jwYP,ul. Redutowa, Ulrychów, Wola, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
"REZERWACJA! Mieszkanie 2 pokoje, Warszawa, Wola",535000,37.0,https://www.otodom.pl/pl/oferta/rezerwacja-mieszkanie-2-pokoje-warszawa-wola-ID4mITc,2,spółdzielcze wł. prawo do lokalu,do zamieszkania,no data,no data,https://www.otodom.pl/pl/oferta/rezerwacja-mieszkanie-2-pokoje-warszawa-wola-ID4mITc,ul. Ulrychowska, Ulrychów, Wola, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Mieszkanie stara ochota 32 m2,520000,32.0,https://www.otodom.pl/pl/oferta/mieszkanie-stara-ochota-32-m2-ID4nqLO,2,pełna własność,no data,no data,no data,https://www.otodom.pl/pl/oferta/mieszkanie-stara-ochota-32-m2-ID4nqLO,no info,Stara Ochota, Ochota, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Sloneczne 2 pokojowe mieszkanie na Ursusie,549000,37.25,https://www.otodom.pl/pl/oferta/sloneczne-2-pokojowe-mieszkanie-na-ursusie-ID4nkT7,2,no data,do wykończenia,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/sloneczne-2-pokojowe-mieszkanie-na-ursusie-ID4nkT7,ul. Edwarda Habicha, Szamoty, Ursus, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
2 pokojowe mieszkanie na ostatnim pietrze,579000,40.24,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-na-ostatnim-pietrze-ID4nkOT,2,no data,do wykończenia,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-na-ostatnim-pietrze-ID4nkOT,ul. Edwarda Habicha, Szamoty, Ursus, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
4 pokoje Bemowo - bez prowizji,1100000,93.53,https://www.otodom.pl/pl/oferta/4-pokoje-bemowo-bez-prowizji-ID4n3Lx,4,pełna własność,do remontu,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/4-pokoje-bemowo-bez-prowizji-ID4n3Lx,ul. Siemiatycka 3, Jelonki Południowe, Bemowo, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
urocze mieszkanie na Muranowie,870000,50.13,https://www.otodom.pl/pl/oferta/urocze-mieszkanie-na-muranowie-ID4nqsy,2,pełna własność,do zamieszkania,no data,no data,https://www.otodom.pl/pl/oferta/urocze-mieszkanie-na-muranowie-ID4nqsy,ul. Nowolipki, Nowolipki, Wola, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
3 pokojowe mieszkanie na Kabatach,1122000,66.0,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-na-kabatach-ID4myEJ,3,pełna własność,no data,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-na-kabatach-ID4myEJ,ul. Stefana Dembego, Kabaty, Ursynów, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
"Przestronne 3 pokoje, nowe, niezamieszkałe",1130000,76.8,https://www.otodom.pl/pl/oferta/przestronne-3-pokoje-nowe-niezamieszkale-ID4miIV,3,pełna własność,do wykończenia,"balkon, taras",garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/przestronne-3-pokoje-nowe-niezamieszkale-ID4miIV,ul. Powstańców Śląskich, Jelonki Południowe, Bemowo, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
Piękne dwa pokoje w Miasteczku Nova Ochota,999000,57.0,https://www.otodom.pl/pl/oferta/piekne-dwa-pokoje-w-miasteczku-nova-ochota-ID4mTCK,2,pełna własność,do zamieszkania,balkon,garaż/miejsce parkingowe,https://www.otodom.pl/pl/oferta/piekne-dwa-pokoje-w-miasteczku-nova-ochota-ID4mTCK,ul. Łopuszańska, Raków, Włochy, Warszawa, mazowieckie,2023-10-10 12:28:55.058127
